,content,content_stemmed,id,type,new,table_id,json,label_added,prediction,confidence
50,"Anlagevermögen Immaterielle Vermögensgegenstände entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten Summe immaterielle Vermögensgegenstände Sachanlagen andere Anlagen, Betriebs- und Geschäftsausstattung Summe Sachanlagen Finanzanlagen Anteile an verbundenen Unternehmen Genossenschaftsanteile Summe Finanzanlagen Summe Anlagevermögen",anlagevermog immateriell vermogensgegenstand entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert summ immateriell vermogensgegenstand sachanlag and anlag betrieb und geschaftsausstatt summ sachanlag finanzanlag anteil verbund unternehm genossenschaftsanteil summ finanzanlag summ anlagevermog,263.json_table_5,,"['263', 'json_table_5']",json_table_5,263,,Vermögenswerte,0.425
51,"Anlagevermögen Immaterielle Vermögensgegenstände entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten Summe immaterielle Vermögensgegenstände Sachanlagen andere Anlagen, Betriebs- und Geschäftsausstattung Summe Sachanlagen Finanzanlagen Anteile an verbundenen Unternehmen Genossenschaftsanteile Summe Finanzanlagen Summe Anlagevermögen",anlagevermog immateriell vermogensgegenstand entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert summ immateriell vermogensgegenstand sachanlag and anlag betrieb und geschaftsausstatt summ sachanlag finanzanlag anteil verbund unternehm genossenschaftsanteil summ finanzanlag summ anlagevermog,578.json_table_6,,"['578', 'json_table_6']",json_table_6,578,,Vermögenswerte,0.425
52,"Anlagevermögen Immaterielle Vermögensgegenstände entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten Summe immaterielle Vermögensgegenstände Sachanlagen andere Anlagen, Betriebs- und Geschäftsausstattung Summe Sachanlagen Finanzanlagen Anteile an verbundenen Unternehmen Genossenschaftsanteile Summe Finanzanlagen Summe Anlagevermögen",anlagevermog immateriell vermogensgegenstand entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert summ immateriell vermogensgegenstand sachanlag and anlag betrieb und geschaftsausstatt summ sachanlag finanzanlag anteil verbund unternehm genossenschaftsanteil summ finanzanlag summ anlagevermog,263.json_table_6,,"['263', 'json_table_6']",json_table_6,263,,Vermögenswerte,0.425
53,"Anlagevermögen Immaterielle Vermögensgegenstände entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten Summe immaterielle Vermögensgegenstände Sachanlagen andere Anlagen, Betriebs- und Geschäftsausstattung Summe Sachanlagen Finanzanlagen Anteile an verbundenen Unternehmen Genossenschaftsanteile Summe Finanzanlagen Summe Anlagevermögen",anlagevermog immateriell vermogensgegenstand entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert summ immateriell vermogensgegenstand sachanlag and anlag betrieb und geschaftsausstatt summ sachanlag finanzanlag anteil verbund unternehm genossenschaftsanteil summ finanzanlag summ anlagevermog,578.json_table_4,,"['578', 'json_table_4']",json_table_4,578,,Vermögenswerte,0.425
54,"Anlagevermögen Immaterielle Vermögensgegenstände entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten Summe immaterielle Vermögensgegenstände Sachanlagen andere Anlagen, Betriebs- und Geschäftsausstattung Summe Sachanlagen Finanzanlagen Anteile an verbundenen Unternehmen Genossenschaftsanteile Summe Finanzanlagen Summe Anlagevermögen",anlagevermog immateriell vermogensgegenstand entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert summ immateriell vermogensgegenstand sachanlag and anlag betrieb und geschaftsausstatt summ sachanlag finanzanlag anteil verbund unternehm genossenschaftsanteil summ finanzanlag summ anlagevermog,263.json_table_4,,"['263', 'json_table_4']",json_table_4,263,,Vermögenswerte,0.425
55,"Forderungen aus Lieferungen und Leistungen, netto 0 - 5 Tage 6 - 15 Tage 16 - 30 Tage 31 - 180 Tage 181 - 365 Tage > 365 Tage SUMME",forder aus liefer und leistung netto tag tag tag tag tag tag summ,900.json_table_53,,"['900', 'json_table_53']",json_table_53,900,,Vermögenswerte,0.43
56,"Forderungen aus Lieferungen und Leistungen, netto 0 - 5 Tage 6 - 15 Tage 16 - 30 Tage 31 - 180 Tage 181 - 365 Tage > 365 Tage SUMME",forder aus liefer und leistung netto tag tag tag tag tag tag summ,691.json_table_71,Forderungen,"['691', 'json_table_71']",json_table_71,691,2020-07-26 09:34:13.784706,Vermögenswerte,0.43
57,"Forderungen aus Lieferungen und Leistungen, netto 0 - 5 Tage 6 - 15 Tage 16 - 30 Tage 31 - 180 Tage 181 - 365 Tage > 365 Tage SUMME",forder aus liefer und leistung netto tag tag tag tag tag tag summ,803.json_table_64,,"['803', 'json_table_64']",json_table_64,803,,Vermögenswerte,0.43
58,Gesellschaft 12.18. Teneriffa GmbH Sunny Hill Development S.A.U. 7 Pines Resort Tenerife S.L.U. Lindner Investment Management España S.L.U. 12.18. Ibiza Management GmbH 7 Pines Resort Ibiza S.L.U. LIM Ibiza Asset S.L.U. ITC España S.A.U. 12.18. Fleesensee Holding GmbH 12.18. Fleesensee Schloßhotel GmbH 12.18. Fleesensee Clubanlage GmbH 12.18. Fleesensee Feriendorf GmbH 12.18. Fleesensee Sportanlagen GmbH 12.18. Fleesensee SPAWorld GmbH 12.18. Land Fleesensee Service Gesellschaft mbH 12.18. Fleesensee Personalhaus GmbH 12.18. Biggesee Resort Properties GmbH & Co. KG 12.18. Biggesee Resort Verwaltungs GmbH 12.18. Biggesee Resort Betriebsgesellschaft mbH 12.18. Maremüritz – Yachthafenresort und Spa GmbH & Co. KG 12.18. Maremüritz – Yachthafenresort und Spa Verwaltungs GmbH,gesellschaft teneriffa gmbh sunny hill development sau pin resort tenerif slu lindn investment management espaa slu ibiza management gmbh pin resort ibiza slu lim ibiza asset slu itc espaa sau fleesense holding gmbh fleesense schlohotel gmbh fleesense clubanlag gmbh fleesense feriendorf gmbh fleesense sportanlag gmbh fleesense spaworld gmbh land fleesense servic gesellschaft mbh fleesense personalhaus gmbh biggese resort properti gmbh biggese resort verwalt gmbh biggese resort betriebsgesellschaft mbh maremuritz yachthafenresort und spa gmbh maremuritz yachthafenresort und spa verwalt gmbh,942.json_table_4,,"['942', 'json_table_4']",json_table_4,942,,not relevant,0.43214285714285716
59,Firma und Sitz: Rechtsform: Satzung: Stammkapital: Gesellschafter: Gegenstand: Handelsregister: Geschäftsführer: Finanzamt:,firma und sitz rechtsform satzung stammkapital gesellschaft gegenstand handelsregist geschaftsfuhr finanzamt,24.json_table_3,,"['24', 'json_table_3']",json_table_3,24,,not relevant,0.43214285714285716
60,A. EIGENKAPITAL I. Kapitalanteile II. Einlagen stiller Gesellschafer B. RÜCKSTELLUNGEN C. VERBINDLICHKEITEN SUMME Passiva,eigenkapital kapitalanteil einlag still gesellschaf rckstellung verbind summ passiva,428.json_table_2,,"['428', 'json_table_2']",json_table_2,428,,Passiva,0.4330769230769231
61,A. EIGENKAPITAL I. Kapitalanteile II. Einlagen stiller Gesellschafer B. RÜCKSTELLUNGEN C. VERBINDLICHKEITEN SUMME Passiva,eigenkapital kapitalanteil einlag still gesellschaf rckstellung verbind summ passiva,281.json_table_2,,"['281', 'json_table_2']",json_table_2,281,,Passiva,0.4330769230769231
62,Forderungen Werbekostenzuschüsse Debitorische Kreditoren Rückforderungsanspruch aus Unternehmenserwerben aus Vorjahren Forderungen gegen Vertriebspartner Sonstiges SONSTIGE FINANZIELLE VERMÖGENSWERTE,forder werbekostenzuschuss debitor kreditor ruckforderungsanspruch aus unternehmenserwerb aus vorjahr forder geg vertriebspartn sonstig sonstig finanziell vermgenswert,803.json_table_68,,"['803', 'json_table_68']",json_table_68,803,,not relevant,0.43625
63,"A. Anlagevermögen B. Umlaufvermögen Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital B. Rückstellungen Bilanzsumme, Summe Passiva",anlagevermog umlaufvermog bilanzsumm summ aktiva passiva eigenkapital ruckstell bilanzsumm summ passiva,136.json_table_1,,"['136', 'json_table_1']",json_table_1,136,,Bilanz,0.44
64,A. EIGENKAPITAL I. Kapitalanteile persönlich haftender Gesellschafter II. Kapitalanteile von Kommanditisten B. RÜCKSTELLUNGEN C. VERBINDLICHKEITEN SUMME Passiva,eigenkapital kapitalanteil person haftend gesellschaft kapitalanteil von kommanditist rckstellung verbind summ passiva,497.json_table_2,,"['497', 'json_table_2']",json_table_2,497,,Passiva,0.44
65,BILANZ - PASSIVSEITE 31.12.2018 € STAMMKAPITAL EIGENKAPITAL SUMME PASSIVA,bilanz passivseit stammkapital eigenkapital summ passiva,663.json_table_2,,"['663', 'json_table_2']",json_table_2,663,,Passiva,0.45
66,"A. Eigenkapital B. Verbindlichkeiten (Restlaufzeit innerhalb eines Jahres)
- davon gegenüber persönlichc haftenden Gesellschafter Euro 724,73 (VJ Euro 0,00) Summe Passiva",eigenkapital verbind restlaufzeit innerhalb ein jahr davon gegenub personlichc haftend gesellschaft euro euro summ passiva,924.json_table_2,,"['924', 'json_table_2']",json_table_2,924,,Passiva,0.45
67,Sonstige langfristige finanzielle Verbindlichkeiten Frequenzverbindlichkeiten Verpflichtungen aus Leasingverhältnissen Sonstiges GESAMT,sonstig langfrist finanziell verbind frequenzverbind verpflicht aus leasingverhaltnis sonstig gesamt,803.json_table_80,,"['803', 'json_table_80']",json_table_80,803,,Verbindlichkeiten,0.45
68,Beratungskosten Forderungsverluste Frachtkosten Fremdpersonal Kfz-Kosten Kursverluste Management Fees Mietkosten incl. Lagermieten Provisionen Reisekosten sonstige Aufwendungen Telefon / Fax Werbung / Promotion / Messen,beratungskost forderungsverlust frachtkost fremdpersonal kfzkost kursverlust management fees mietkost incl lagermiet provision reisekost sonstig aufwend telefon fax werbung promotion mess,193.json_table_2,,"['193', 'json_table_2']",json_table_2,193,,not relevant,0.4520833333333333
69,Beratungskosten Forderungsverluste Frachtkosten Fremdpersonal Kfz-Kosten Kursverluste Management Fees Mietkosten incl. Lagermieten Provisionen Reisekosten sonstige Aufwendungen Telefon / Fax Werbung / Promotion / Messen,beratungskost forderungsverlust frachtkost fremdpersonal kfzkost kursverlust management fees mietkost incl lagermiet provision reisekost sonstig aufwend telefon fax werbung promotion mess,966.json_table_2,,"['966', 'json_table_2']",json_table_2,966,,not relevant,0.4520833333333333
70,Beratungskosten Forderungsverluste Frachtkosten Fremdpersonal Kfz-Kosten Kursverluste Management Fees Mietkosten incl. Lagermieten Provisionen Reisekosten sonstige Aufwendungen Telefon / Fax Werbung / Promotion / Messen,beratungskost forderungsverlust frachtkost fremdpersonal kfzkost kursverlust management fees mietkost incl lagermiet provision reisekost sonstig aufwend telefon fax werbung promotion mess,558.json_table_11,,"['558', 'json_table_11']",json_table_11,558,,not relevant,0.4520833333333333
71,Umsatzerlöse Umsatz-/Vertriebskosten Sonstige Aufwendungen Finanzierungsaufwendungen Finanzierungserträge,umsatzerlos umsatzvertriebskost sonstig aufwend finanzierungsaufwend finanzierungsertrag,900.json_table_31,,"['900', 'json_table_31']",json_table_31,900,,not relevant,0.4520833333333333
72,Umsatzerlöse Umsatz-/Vertriebskosten Sonstige Aufwendungen Finanzierungsaufwendungen Finanzierungserträge,umsatzerlos umsatzvertriebskost sonstig aufwend finanzierungsaufwend finanzierungsertrag,691.json_table_43,,"['691', 'json_table_43']",json_table_43,691,,not relevant,0.4520833333333333
73,- Archivierung - Resturlaub - Berufsgenossenschaft / Schwerbehindertenabgabe - Belastungsanzeigen - Jahresabschlusskosten - Verpackungsabgabe - Transportschäden - Versicherungsnachzahlungen - sonstige Aufwendungen,archivier resturlaub berufsgenossenschaft schwerbehindertenabgab belastungsanzeig jahresabschlusskost verpackungsabgab transportschad versicherungsnachzahl sonstig aufwend,27.json_table_6,,"['27', 'json_table_6']",json_table_6,27,,not relevant,0.4520833333333333
74,Beratungskosten Forderungsverluste Frachtkosten Fremdpersonal Kfz-Kosten Kursverluste Management Fees Mietkosten incl. Lagermieten Provisionen Reisekosten sonstige Aufwendungen Telefon / Fax Werbung / Promotion / Messen,beratungskost forderungsverlust frachtkost fremdpersonal kfzkost kursverlust management fees mietkost incl lagermiet provision reisekost sonstig aufwend telefon fax werbung promotion mess,647.json_table_2,,"['647', 'json_table_2']",json_table_2,647,,not relevant,0.4520833333333333
75,Bilanzposten VERMÖGENSWERTE Zahlungsmittel und Zahlungsmitteläquivalente Forderungen aus Lieferungen und Leistungen Forderungen gegen nahestehende Unternehmen Vorräte Vertragsvermögenswerte Vertragsanbahnungskosten Vertragserfüllungskosten Abgegrenzte Aufwendungen Sonstige finanzielle Vermögenswerte Sonstige nicht-finanzielle Vermögenswerte Sachanlagen Immaterielle Vermögenswerte mit bestimmter Nutzungsdauer mit unbestimmter Nutzungsdauer noch nicht nutzbar Latente Steueransprüche SCHULDEN Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber nahestehenden Unternehmen Vertragsverbindlichkeiten Sonstige Rückstellungen Sonstige finanzielle Verbindlichkeiten Sonstige nicht-finanzielle Verbindlichkeiten Ertragsteuerschulden Latente Steuerschulden,bilanzpost vermgenswert zahlungsmittel und zahlungsmittelaquivalent forder aus liefer und leistung forder geg nahesteh unternehm vorrat vertragsvermogenswert vertragsanbahnungskost vertragserfullungskost abgegrenzt aufwend sonstig finanziell vermogenswert sonstig nichtfinanziell vermogenswert sachanlag immateriell vermogenswert mit bestimmt nutzungsdau mit unbestimmt nutzungsdau noch nicht nutzbar latent steueranspruch schuld verbind aus liefer und leistung verbind gegenub nahesteh unternehm vertragsverbind sonstig ruckstell sonstig finanziell verbind sonstig nichtfinanziell verbind ertragsteuerschuld latent steuerschuld,803.json_table_36,,"['803', 'json_table_36']",json_table_36,803,,Vermögenswerte,0.46
76,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks Summe Passiva A. Eigenkapital I. Gezeichnetes Kapital II. Jahresüberschuss III. Vortrag auf neue Rechnung B. Rückstellungen C. Verbindlichkeiten Summe",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog forder und sonstig vermogensgegenstand kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck summ passiva eigenkapital gezeichnet kapital jahresuberschuss iii vortrag auf neu rechnung ruckstell verbind summ,622.json_table_1,,"['622', 'json_table_1']",json_table_1,622,,Bilanz,0.4608333333333334
77,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks Summe Passiva A. Eigenkapital I. Gezeichnetes Kapital II. Gewinnvortrag III. Jahresüberschuss B. Rückstellungen C. Verbindlichkeiten Summe",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog forder und sonstig vermogensgegenstand kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck summ passiva eigenkapital gezeichnet kapital gewinnvortrag iii jahresuberschuss ruckstell verbind summ,320.json_table_1,,"['320', 'json_table_1']",json_table_1,320,,Bilanz,0.4641666666666667
78,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks Summe Passiva A. Eigenkapital I. Gezeichnetes Kapital II. Gewinnvortrag III. Jahresfehlbetrag B. Rückstellungen C. Verbindlichkeiten Summe",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog forder und sonstig vermogensgegenstand kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck summ passiva eigenkapital gezeichnet kapital gewinnvortrag iii jahresfehlbetrag ruckstell verbind summ,585.json_table_1,,"['585', 'json_table_1']",json_table_1,585,,Bilanz,0.4641666666666667
79,"
 
 
 Anlagevermögen
 Immaterielle Vermögensgegenstände
 Selbst geschaffene gewerbliche Schutzrechte und ähnliche Rechte und Werte
 entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten
 Summe immaterielle Vermögensgegenstände
 Sachanlagen
 technische Anlagen und Maschinen
 andere Anlagen, Betriebs- und Geschäftsausstattung
 Summe Sachanlagen
 Summe Anlagevermögen
",anlagevermog immateriell vermogensgegenstand selb geschaff gewerb schutzrecht und ahnlich recht und wert entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert summ immateriell vermogensgegenstand sachanlag technisch anlag und maschin and anlag betrieb und geschaftsausstatt summ sachanlag summ anlagevermog,400.json_table_5,,"['400', 'json_table_5']",json_table_5,400,,Entwicklungdes Anlagevermögens,0.47
80,"
 
 
 Anlagevermögen
 Immaterielle Vermögensgegenstände
 Selbst geschaffene gewerbliche Schutzrechte und ähnliche Rechte und Werte
 entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten
 Summe immaterielle Vermögensgegenstände
 Sachanlagen
 technische Anlagen und Maschinen
 andere Anlagen, Betriebs- und Geschäftsausstattung
 Summe Sachanlagen
 Summe Anlagevermögen
",anlagevermog immateriell vermogensgegenstand selb geschaff gewerb schutzrecht und ahnlich recht und wert entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert summ immateriell vermogensgegenstand sachanlag technisch anlag und maschin and anlag betrieb und geschaftsausstatt summ sachanlag summ anlagevermog,400.json_table_3,,"['400', 'json_table_3']",json_table_3,400,,Entwicklungdes Anlagevermögens,0.47
